Rank,Title,Studio,Worldwide,Domestic,%,Overseas,%,Year^
201,Kung Fu Panda 3,Fox,$521.2,$143.5,27.5%,$377.6,72.5%,2016
202,Terminator 2: Judgment Day,TriS,$520.9,$205.9,39.5%,$315.0,60.5%,1991^
203,How to Train Your Dragon: The Hidden World,Uni.,$519.9,$160.8,30.9%,$359.1,69.1%,2019
204,Ant-Man,BV,$519.3,$180.2,34.7%,$339.1,65.3%,2015
205,Meet the Fockers,Uni.,$516.6,$279.3,54.1%,$237.4,45.9%,2004
206,Dr. Seuss' The Grinch (2018),Uni.,$511.6,$270.6,52.9%,$241.0,47.1%,2018
207,Ghost,Par.,$505.7,$217.6,43.0%,$288.1,57.0%,1990
208,Aladdin,BV,$504.1,$217.4,43.1%,$286.7,56.9%,1992
209,Rio 2,Fox,$500.1,$131.5,26.3%,$368.6,73.7%,2014
210,Troy,WB,$497.4,$133.4,26.8%,$364.0,73.2%,2004
211,Toy Story 2,BV,$497.4,$245.9,49.4%,$251.5,50.6%,1999^
212,How to Train Your Dragon,P/DW,$494.9,$217.6,44.0%,$277.3,56.0%,2010
213,Twister,WB,$494.5,$241.7,48.9%,$252.8,51.1%,1996
214,Teenage Mutant Ninja Turtles (2014),Par.,$493.3,$191.2,38.8%,$302.1,61.2%,2014
215,Oz The Great and Powerful,BV,$493.3,$234.9,47.6%,$258.4,52.4%,2013
216,Clash of the Titans (2010),WB,$493.2,$163.2,33.1%,$330.0,66.9%,2010
217,War for the Planet of the Apes,Fox,$490.7,$146.9,29.9%,$343.8,70.1%,2017
218,Angels & Demons,Sony,$485.9,$133.4,27.4%,$352.6,72.6%,2009
219,Rio,Fox,$484.6,$143.6,29.6%,$341.0,70.4%,2011
220,Bruce Almighty,Uni.,$484.6,$242.8,50.1%,$241.8,49.9%,2003
221,Shrek,DW,$484.4,$267.7,55.3%,$216.7,44.7%,2001
222,Saving Private Ryan,DW,$482.3,$217.0,45.0%,$265.3,55.0%,1998^
223,Rise of the Planet of the Apes,Fox,$481.8,$176.8,36.7%,$305.0,63.3%,2011
224,Mr. & Mrs. Smith,Fox,$478.2,$186.3,39.0%,$291.9,61.0%,2005
225,Home Alone,Fox,$476.7,$285.8,59.9%,$190.9,40.1%,1990
